Código,Descripción,Clase,Familia,Segmento
53112104,Zapatones para niña Zapato grande para niñas de materia elástica en el que se,,,
53112105,Zapatones para bebé Zapato grande para bebés de materia elástica en el que se,,,
53121501,Porta trajes,,,
53121502,Sets de maletas Juegos y sets de maletas para transportar ropa y otros,,,
53121503,Piezas individuales,,,
53121601,Bolsos o carteras,,,
53121602,Tulas,,,
53121603,Morrales,,,
53121605,"Monederos Monedero, saquito o cartera en cuyo interior se lleva dinero",,,
53121606,Estuches para,,,
53121607,"Cigarrilleras Es un estuche utilizado para llevar cigarrillos Pitilleras,cigarrillera Monederos, bolsos de",,,
53121608,Bolsas para compras,"Bolsas de plástico para llevar la compra. Bolsas de la compra,cartucho de las",,
53121701,Maletines Portafolio hace referencia a una maleta para guardar y,,,
53121702,Maletines (“attaches”),,,
53121704,Portafolios Portafolio hace referencia a una maleta para guardar y,,,
53121705,Estuches para,,,
53121706,Maletines para,,,
53121801,Kits de viaje Son los diferentes juegos infantiles usados para entretener a,,,
53121802,Carritos de viaje,,,
53121803,Cepillos de ropa,,,
53131501,Enjuague bucal,,,
53131502,Dentífrico,,,
53131503,Cepillos de dientes,,,
53131504,Seda dental,,,
53131505,Chupos o chupetes,,,
53131506,"Kits dentales Kit o estuche para mantener una higiene dental Juegos de higiene dental, Dentales Artículos de tocador y",,,
53131507,Palillos de dientes,,,
53131508,Tabletas para limpiar,,,
53131509,Refrescadores de,,,
53131601,Gorros de baño,,,
53131602,Artículos para el,,,
53131603,Afeitadoras,,,
53131604,Cepillos o peinillas,,,
53131605,Kits de tocador,,,
53131606,Desodorantes,,,
53131607,Lociones o aceites,,,
53131608,Jabones,,,
53131609,Productos de,,,
53131610,Artículos para el,,,
53131611,Cremas de afeitar,,,
53131612,Geles de baño,,,
53131613,Productos para el,,,
53131614,Productos para el,,,
53131615,Productos para la,,,
53131616,Cremas o lociones,,,
53131617,Implementos para la,,,
53131618,Implementos para la,,,
53131619,Cosméticos,,,
53131620,Perfumes o colonias,,,
53131621,Corta uñas,,,
53131622,Condones,,,
53131624,Paños limpiadores,,,
53131625,Redecillas para el,,,
53131626,Desinfectante de,,,
53131627,"Limpiador de manos Un limpiador de manos sintético, semi viscoso, diseñado para",,,
53131628,Champús,,,
53131629,Kits de maquillaje Set o estuche utilizado en la práctica de decorar la piel y otras,,,
53131630,"Bálsamo labial Manteca labial para tratar los labios, altamente hidratante y",,,
53131631,Tatuajes,,,
53131632,"Marrones calientes Cilindro pequeño y generalmente hueco, de material ligero,",,,
53131633,Hebillas para el pelo,,,
53131634,Productos químicos,,,
53131635,Brochas de afeitar,,,
53131636,Agua de rosas,,,
53131637,Almohadillas de,,,
53131638,Esmalte para uñas,,,
53141501,Alfileres rectos El alfiler es un clavillo que es usualmente de metal con punta,,,
53141502,Imperdibles,,,
53141503,Cremalleras,,,
53141504,Hebillas,,,
53141505,Botones,,,
53141506,Cierres,,,
53141507,Broches,,,
53141508,Remaches para ropa,,,
53141601,Alfileteros Almohadilla pequeña que se usa para clavar en ella alfileres y,,,
53141602,Kits de costura recipiente para contener instrumentos y materiales utilizados,,,
53141603,Dedales Un dedal es un instrumento utilizado en costura que sirve,,,
53141604,Patrones de costura,,,
53141605,Agujas de costura,,,
53141606,Bobinas o sujeta,,,
53141607,Indicadores de,,,
53141608,Aguja pasa cintas,,,
53141609,Pasa presillas,,,
53141610,Sujetadores de tiza,,,
53141613,Papel calcante,,,
53141614,Agujas de bordado,Aguja de coser diseñada para realizar puntadas en la tapicería Agujas de tapicería agujas de tapiz Suministros de costura,,
53141615,Agujas de tejer,,,
53141616,Lanzaderas para,,,
53141617,Lanzaderas para,,,
53141618,Lienzo para bordar,,,
53141619,Varas magnéticas,,,
53141620,Corta costuras Es una pequeña herramienta que se utiliza para descoser las,,,
53141621,Enhebrador de,,,
53141622,Regla para sastrería,,,
53141623,Refuerzo o cerrado,,,
53141624,Textiles o agujas,,,
53141625,Diseños para punto,,,
53141626,Aro para bordado,,,
53141627,Agujas de croché,,,
53141628,Herramientas para,,,
53141629,Alfileres para,,,
54101501,Cadenas de oro o,,,
54101502,Collares de joyería,,,
54101503,Anillos de,joyería,,
54101504,Aretes de joyería fina,,,
54101505,Joyas finas para el,,,
54101506,Brazaletes de joyería,,,
54101507,Tiaras,,,
54101509,Mancornas de,,,
54101510,Mariposas para,,,
54101511,Prendedores de,,,
54101601,Brazaletes,,,
54101602,Collares,,,
54101603,Anillos Es un aro con más o menos decoración que se utiliza como,,,
54101604,Aretes,,,
54101605,"Joyas para el cuerpo Joyas para el cuerpo. Joyería para el cuerpo,piedras preciosas para",,,
54101701,Compuestos,,,
54101703,Molinos de alambre máquina automática para fabricar cadenas. Máquinas para fabricar cadenas Herramientas y,,,
54101704,Mandriles para,,,
54101705,Medidores de,,,
54111501,"Relojes de pulso Es el que se lleva en la muñeca sujeto con una correa de piel,",,,
54111502,Relojes de bolsillo,,,
54111601,Relojes de pared,,,
54111602,Relojes de mesa o,,,
54111603,Relojes verticales Reloj de pie es un tipo de reloj solar que se fundamenta en la,,,
54111604,Relojes de arena,,,
54111701,"Manecillas para reloj Esfera es el círculo del fondo. Esferas de relojes,redondel de relojes",,,
54111702,Cristales para reloj El vidrio de reloj o cristal de reloj es una lámina de vidrio en,,,
54111703,Placas o puentes,,,
54111704,Correas o bandas o,,,
54111705,"Estuches para relojes Elemento utilizado para para guardar relojes, vitrinas,",,,
54111706,Sujetadores para,,,
54111707,Abre estuches para,,,
54111708,Péndulos para relojes,,,
54111709,Kits para reparar,,,
54121501,Diamantes,,,
54121502,Esmeraldas,,,
54121503,Rubíes,,,
54121504,Zafiros,,,
54121601,Granates,,,
54121602,Jades,,,
54121603,Ópalos,,,
54121701,Perlas cultivadas Una perla cultivada es toda perla que ha crecido bajo la,,,
54121702,Perlas naturales,,,
54121801,Diamantes,,,
54121802,Granates industriales,,,
55101502,Directorios,,,
55101503,Catálogos,,,
55101504,Periódicos,,,
55101505,Historietas cómicas,,,
55101506,Revistas,,,
55101510,Libros para,,,
55101513,Tarjetas para,,,
55101514,Partituras,,,
55101516,Manuales operativos,,,
55101518,Diagramas o dibujos,,,
55101519,Publicaciones,,,
55101520,Hojas o folletos de,,,
55101521,Manuales de,,,
55101522,Globos terrestres o,,,
55101523,Libros de ejercicios,,,
55101524,Libros de referencia,,,
55101525,Enciclopedias,,,
55101526,Diccionarios,,,
55101527,Cancioneros,,,
55101528,Libros religiosos Libros con expresiones con que se conocen los libros o,,,
55101531,Códigos legales,,,
55111501,Directorios,,,
55111502,Diccionarios,,,
55111503,Enciclopedias,,,
55111504,Catálogos,,,
55111505,Libros en cintas o en,,,
55111506,Revistas electrónicas,,,
55111507,Periódicos,,,
55111509,Música de fondo,,,
55111510,Películas de cine en,,,
55111511,Películas de cine en,,,
55111512,Música en cintas o,,,
55121501,Etiquetas para el,,,
55121502,Etiquetas de,,,
55121503,Etiquetas de,,,
55121504,"Etiquetas para llaves Son etiquetas identificativas para llaves Etiquetas para llave,señalizador para llaves Rótulos Etiquetado y",,,
55121505,Porta etiquetas o,,,
55121506,Etiquetas de precio,,,
55121601,Kits para remover,,,
55121602,Etiquetas para ropa,,,
55121604,Etiquetas para latas,,,
55121606,Etiquetas auto,,,
55121607,Calcomanías,,,
55121608,Etiquetas de códigos,,,
55121609,Etiquetas para,,,
55121610,Etiquetas numeradas,,,
55121611,Cintas para hacer,,,
55121612,Etiquetas para,,,
55121613,Etiquetas de códigos,,,
55121614,"Etiquetas removibles Etiquetas removibles son autoadhesivas, para pegar con",,,
55121615,Puntos o flechas,,,
55121616,Banderas auto,,,
55121617,Protectores de,,,
55121618,"Porta etiquetas Plástico o sostenedores porta etiquetas. Fundas de etiquetas,fundas de señalizadores Etiquetas Etiquetado y",,,
55121619,Etiquetas no,,,
55121620,Etiquetas,,,
55121621,"Sellos notariales Un sello de forma circular, en seco o gomígrafo, con su",,,
55121701,Placas con,,,
55121703,Señales iluminadas,,,
55121704,Señales de seguridad,,,
55121705,Señales auto,,,
55121706,Pancartas,,,
55121707,Señales magnéticas,,,
55121708,Señales de neón,,,
55121709,Señales con,,,
55121710,Signos de tráfico,,,
55121711,Vallas publicitarias,,,
55121712,Señales direccionales Son los signos usados en la vía pública para muestra del,,,
55121713,Señales de punto de,,,
55121714,Pendones,,,
55121715,Banderas o,,,
55121716,Señales de madera Cartel personalizado con gráficos impresos en,"madera. Señales de madera,señalización de madera Señalización Etiquetado y",,
55121718,Señales informativas,,,
55121719,Componentes de,,,
55121720,Emblemas,,,
55121721,Caracteres de,,,
55121722,"Mástiles de bandera,",,,
55121723,Bases o soportes,,,
55121724,"Bases de banderas Es el apoyo o el sostén donde se colocan las banderas. Bases de banderas,soporte de banderas Señalización Etiquetado y",,,
55121725,Kits de señalización,,,
55121726,Paneles de,,,
55121727,"Letreros Es el aviso publicitario que consta solo de letras, aunque",,,
55121728,Cubiertas de señales Elemento que se utilizar para cubrir los dispositivos para,,,
55121729,Indicadores,,,
55121730,"Señales de accidente Señales de seguridad, los colores y formas de los símbolos",,,
55121731,Marcadores de,,,
55121732,Divisores de tamaño Son elementos utilizados para marcar la numeración de,,,
55121801,Discos de impuestos,,,
55121803,Pasaportes,,,
55121804,Gafetes o porta,,,
56101501,Stands Es el espacio dentro de una feria o salón en el que una,,,
56101502,Sofás Es un mueble utilizado para sentarse confortablemente más,,,
56101503,Armarios para,,,
56101504,Asientos,,,
56101505,Centros de,,,
56101506,Futones,,,
56101507,Bibliotecas Es un mueble contablas horizontales que sirve para,,,
56101508,Colchones o sets,,,
56101509,Vestidores o,,,
56101510,"Divisiones División o reparto que se hace dentro de un mueble. Particiones,separación,partimiento Muebles Muebles de",,,
56101513,Cunas o accesorios,,,
56101514,"Taburetes Es un asiento sin brazos ni respaldo, para colocar los pies de",,,
56101515,Camas,,,
56101516,"Cómodas Es un mueble en forma de caja cerrada, que se destina a",,,
56101518,Estanterías de pared Es un mueble con tablas horizontales que sirve para,,,
56101519,Mesas,,,
56101520,Casilleros (“lockers”),,,
56101521,Cabeceras o pies de,,,
56101522,Sillas de brazos,,,
56101524,"Mesas de plancha Soporte que se utiliza para planchar ropa, que también se le",,,
56101525,Forros para mesas,,,
56101526,"Bar refrigerador Botellero o nevera para almacenar botellas o bebidas. Muebles nevera bar,aparato de nevera bar Muebles Muebles de",,,
56101527,Secadores de linos,,,
56101528,Plantas artificiales,,,
56101529,Revisteros Es un mueble con tablas horizontales que sirve para,,,
56101530,Gabinetes de,,,
56101531,"Zapateras Mueble o parte de un mueble que sirve para guardar zapatos Organizadores de zapatos,organizativo de",,,
56101532,Set de muebles,,,
56101533,"Descansa brazos Pieza de un asiento que sirve para apoyar los brazos. Apoyabrazos,brazo Muebles Muebles de",,,
56101535,Mesas de ruedas Es un mueble que cuenta con ruedas para movilizarse de un,,,
56101536,Trípodes para,,,
56101537,Tocadores,,,
56101538,Mesas o bufetes,,,
56101540,Solterones,,,
56101541,Ventiladores de,,,
56101601,Paraguas para jardín,,,
56101602,Sillas para jardín,,,
56101603,Mesas para jardín o,,,
56101604,Columpios para,,,
56101605,Bancos para jardín,,,
56101606,Materas Soportes decorativos en los que se introducen macetas con,,,
56101607,Secadora de ropa,,,
56101608,Estantes para,,,
56101701,Cajoneras o,,,
56101702,Gabinetes de archivo,,,
56101703,Escritorios,,,
56101704,"Bases para mesas Fundamento o apoyo principal en que descansa la mesa Base de Mesa,soporte de mesa Muebles de oficina Muebles de",,,
56101705,Vitrinas,,,
56101706,"Mesas de conferencia Las mesas de juntas o de reuniones. Mesas de conferencia,escritorio deconferencias Muebles de oficina Muebles de",,,
56101707,Mesas de dibujo,,,
56101708,Archivadores móviles,,,
56101710,Carritos o soportes,,,
56101711,Conectores de,,,
56101712,"Pedestales Soporte prismático destinado a sostener otro soporte mayor,",,,
56101717,Eleva mesas,,,
56101803,Coches de bebé,,,
56101804,Cunas o corrales o,,,
56101805,Asientos de bebé,,,
56101809,Micas o bacinillas Es un recipiente en forma de cuenco empleado para recoger,,,
56101810,Bañeras o tinas para,,,
56101811,Cunas Recipiente bajo y de boca muy ancha que se utiliza para lavar,,,
56101812,Mesas para cambiar,,,
56101813,Asientos para el,,,
56101901,Tapas de muebles o,,,
56101902,Discos movibles para,,,
56101905,Ensamblajes o,,,
56101906,Tablas de extensión,,,
56101907,Fundas para muebles,,,
56111603,Organizadores para,,,
56111701,Escritorios no,,,
56111703,Almacenamiento no,,,
56111704,Organizadores no,,,
56111706,Partes o accesorios,,,
56111707,Repisas no,,,
56111802,Mesas individuales,,,
56111803,Almacenamiento,,,
56111804,Organizadores,,,
56111902,Superficies de,,,
56111904,Organizadores,,,
56111905,Partes o accesorios,,,
56112102,Sillas para grupos de,,,
56112103,"Sillas para visitantes Asientos o sillas para cuando llega algún cliente o huésped. Asientos de Huéspedes,sillas de húespedes Asientos Muebles comerciales",,,
56112104,"Sillas para ejecutivos Mueble o lugar para sentarse; sillas de cuero, sillas de oficina,",,,
56112105,"Sillas para descansar Sillas para salón o comedor. Asientos de Salón,sillas de salón Asientos Muebles comerciales",,,
56112106,"Sillas altas (taburetes) Asiento bajo sin respaldo. Asientos de Banqueta,sillas de gradilla Asientos Muebles comerciales",,,
56112107,Partes o accesorios,,,
56112108,Combinación de,,,
56112109,Bancos,,,
56112110,"Sillas para músicos Asiento pequeño y sin respaldo. Banquetas para músicos,asientos para músicos Asientos Muebles comerciales",,,
56121001,Carritos para libros,,,
56121003,Muebles para,,,
56121004,Unidades de,,,
56121005,Estanterías para,,,
56121006,Bancas tapizadas Bancos Forrardos o revestidos una con tela u otro material,,,
56121007,Tablas de acceso,,,
56121008,Unidades para ojear,,,
56121009,Mesas de lectura,,,
56121010,Kioscos de libros,,,
56121012,Stands de islas,,,
56121014,Bolsas o estantes,,,
56121101,Caballetes Un caballete es un mueble que constituye una ayuda vertical,,,
56121102,Mesas de dibujo,,,
56121201,Camilla de primeros,,,
56121302,Carritos para mover,,,
56121303,Esteras de caucho,,,
56121304,Mesas para planos,,,
56121401,Mesas móviles para,,,
56121402,Mesas móviles para,,,
56121403,Mesas móviles Mueble o mesa de trabajo móviles con ruedas para facilitar su,,,
56121501,Mesas para,,,
56121502,Asientos para aulas,,,
56121503,Bancos para aulas de,,,
56121504,Taburetes para aulas,,,
56121505,Mesas para aulas de,,,
56121506,Pupitres,,,
56121601,Sets de sala de,,,
56121602,Sofás de tamaño de,,,
56121603,Sillones de tamaño,,,
56121604,Pufs de tamaño de,,,
56121606,Esterillas de,,,
56121608,"Catres para niños Cama en forma de caja para niños, por lo general incorporan",,,
56121609,Cargadores de catres,,,
56121804,Escritorio técnico,,,
56121805,Archivos planos,,,
56122001,Bancas de,,,
56122003,Puestos de trabajo,,,
56122004,Unidades de bases,,,
60101001,Kits de matemáticas,,,
60101002,Kits de matemáticas,,,
60101003,Kits de matemáticas,,,
60101006,Kits de matemáticas,,,
60101007,Kits de matemáticas,,,
60101008,Kits de matemáticas,,,
60101009,Kits de matemáticas,,,
60101010,Kits de matemáticas,,,
60101101,Lectores electrónicos,,,
60101103,Globos terráqueos,,,
60101202,Tablas de incentivo,,,
60101204,Tablas de incentivo,,,
60101205,Tarjetas perforadas,,,
60101301,Adhesivos basados,,,
60101302,Adhesivos gigantes Son impresos con cualquier tipo de escenario en papel de,,,
60101304,Adhesivos de fotos Son impresos de fotografías en papel de pegatina para,,,
60101305,Adhesivos de,,,
60101306,Adhesivos,,,
60101307,Adhesivos de formas Son impresos con formas preestablecidas en papel de,,,
60101308,Adhesivos brillantes Son impresos brillantes en papel de pegatina para colocarlo,,,
60101310,Surtidos de,,,
60101311,Libros de adhesivos,,,
60101312,Cajas de adhesivos Recipiente que contiene un material en forma de calcomanía,,,
60101313,Calcomanías para,,,
60101314,Tarjetas didácticas,,,
60101315,Tarjetas didácticas,,,
60101316,Tarjetas didácticas,,,
60101317,Tarjetas didácticas,,,
60101318,Tarjetas didácticas,,,
60101319,Tarjetas didácticas,,,
60101320,Tarjetas didácticas,,,
60101322,Tarjetas didácticas,,,
60101323,Tarjetas didácticas,,,
60101324,Tarjetas didácticas,,,
60101326,Tarjetas didácticas,,,
60101328,Tarjetas didácticas,,,
60101329,Tarjetas didácticas,,,
60101330,Tarjetas didácticas,,,
60101401,Insignias,,,
60101402,Botones de premio Dispositivo que sirve para reconocer los meritos de una,,,
60101403,Coronas de,,,
60101404,Joyas de recompense Cosa que se da por reconocimiento o como premio de un,,,
60101601,Certificados basados,,,
60101602,Certificados en,,,
60101603,Marcos para,,,
60101604,Soportes para,,,
60101605,Cintas para,,,
60101606,Diplomas,,,
60101607,Certificados de,,,
60101608,Certificados de,,,
60101609,Certificados,,,
60101701,Libros de recursos,,,
60101702,Calendarios o,,,
60101704,Libros de actividades,,,
60101706,Guías para planes de,,,
60101707,Guías para el plan de,,,
60101708,Gráficos de tela Elementos que dan a demostrar algun tema en una superficie,,,
60101709,Materiales para,,,
60101710,"Regalos del educador Dádiva que se hace voluntariamente al educador Regalos del educador,obsequios del",,,
60101711,Sellos para calificar Utensilio que sirve para estampar la evaluación obtenida en,,,
60101712,Pases (permisos),,,
60101714,Recursos para tareas,,,
60101715,Libros de ideas Conjunto de muchas hojas de papel u otro material,,,
60101716,Materiales para,,,
60101717,Placas o etiquetas de,,,
60101719,Cartelera con,,,
60101726,Guías de referencia,,,
60101730,Manuales de,,,
60101731,Rollos o tiras de,,,
60101732,Punteros,,,
60101801,Guías de referencia,,,
60101802,Obras de teatro,,,
60101806,Emblemas o,,,
60101807,Rosarios,,,
60101808,Ruedas de oración,,,
60101809,Suministros o kits de,,,
60101810,Patenas,,,
60101811,Vestimentas,,,
60101901,Libros de actividades,,,
60101902,Cubos con el alfabeto,,,
60101904,Kits del alfabeto Conjunto de productos y utensilios para estudiar y aplicar y,,,
